 0.000e+00  0.000e+00  0.000e+00  5.236e-01  1.654e+00
 3.615e-02  7.839e-05  1.361e-04  5.249e-01  1.653e+00
 5.317e-02  7.839e-05  1.361e-04  5.249e-01  1.653e+00
 7.306e-02  1.727e-04  2.530e-04  5.250e-01  1.653e+00
 9.388e-02  3.217e-04  4.381e-04  5.252e-01  1.653e+00
 1.128e-01  5.297e-04  6.970e-04  5.254e-01  1.652e+00
 1.337e-01  7.984e-04  1.032e-03  5.257e-01  1.652e+00
 1.536e-01  1.122e-03  1.435e-03  5.261e-01  1.651e+00
 1.741e-01  1.504e-03  1.912e-03  5.266e-01  1.651e+00
 1.942e-01  1.942e-03  2.458e-03  5.271e-01  1.650e+00
 2.133e-01  2.437e-03  3.074e-03  5.277e-01  1.649e+00
 2.352e-01  2.984e-03  3.758e-03  5.284e-01  1.648e+00
 2.547e-01  3.582e-03  4.504e-03  5.292e-01  1.646e+00
 2.742e-01  4.236e-03  5.321e-03  5.300e-01  1.645e+00
 2.940e-01  4.940e-03  6.199e-03  5.309e-01  1.644e+00
 3.126e-01  5.693e-03  7.137e-03  5.318e-01  1.642e+00
 3.379e-01  6.492e-03  8.136e-03  5.328e-01  1.640e+00
 3.536e-01  7.337e-03  9.188e-03  5.339e-01  1.639e+00
 3.721e-01  8.241e-03  1.032e-02  5.351e-01  1.637e+00
 3.930e-01  9.181e-03  1.149e-02  5.363e-01  1.635e+00
 4.124e-01  1.016e-02  1.271e-02  5.375e-01  1.633e+00
 4.379e-01  1.119e-02  1.398e-02  5.388e-01  1.631e+00
 4.540e-01  1.226e-02  1.531e-02  5.402e-01  1.629e+00
 4.729e-01  1.338e-02  1.671e-02  5.416e-01  1.626e+00
 4.935e-01  1.454e-02  1.815e-02  5.431e-01  1.624e+00
 5.130e-01  1.574e-02  1.963e-02  5.447e-01  1.621e+00
 5.368e-01  1.697e-02  2.117e-02  5.463e-01  1.619e+00
 5.547e-01  1.824e-02  2.275e-02  5.479e-01  1.616e+00
 5.732e-01  1.956e-02  2.440e-02  5.496e-01  1.614e+00
 5.947e-01  2.090e-02  2.608e-02  5.513e-01  1.611e+00
 6.132e-01  2.228e-02  2.780e-02  5.531e-01  1.608e+00
 6.366e-01  2.370e-02  2.957e-02  5.549e-01  1.605e+00
 6.534e-01  2.515e-02  3.138e-02  5.568e-01  1.602e+00
 6.720e-01  2.663e-02  3.325e-02  5.588e-01  1.599e+00
 6.931e-01  2.814e-02  3.514e-02  5.607e-01  1.596e+00
 7.120e-01  2.968e-02  3.707e-02  5.627e-01  1.593e+00
 7.335e-01  3.125e-02  3.905e-02  5.648e-01  1.590e+00
 7.811e-01  3.285e-02  4.105e-02  5.668e-01  1.586e+00
 8.131e-01  3.448e-02  4.310e-02  5.690e-01  1.583e+00
 8.537e-01  3.621e-02  4.528e-02  5.712e-01  1.579e+00
 8.873e-01  3.801e-02  4.754e-02  5.736e-01  1.576e+00
 9.345e-01  3.990e-02  4.991e-02  5.760e-01  1.572e+00
 9.540e-01  4.185e-02  5.238e-02  5.786e-01  1.568e+00
 9.678e-01  4.391e-02  5.495e-02  5.813e-01  1.563e+00
 9.826e-01  4.600e-02  5.757e-02  5.840e-01  1.559e+00
 9.970e-01  4.810e-02  6.019e-02  5.867e-01  1.555e+00
 1.011e+00  5.020e-02  6.283e-02  5.895e-01  1.550e+00
 1.025e+00  5.230e-02  6.546e-02  5.922e-01  1.546e+00
 1.039e+00  5.441e-02  6.808e-02  5.949e-01  1.542e+00
 1.057e+00  5.650e-02  7.072e-02  5.977e-01  1.537e+00
 1.072e+00  5.860e-02  7.335e-02  6.004e-01  1.533e+00
 1.088e+00  6.071e-02  7.598e-02  6.032e-01  1.529e+00
 1.101e+00  6.282e-02  7.863e-02  6.059e-01  1.524e+00
 1.114e+00  6.494e-02  8.128e-02  6.087e-01  1.520e+00
 1.129e+00  6.705e-02  8.392e-02  6.114e-01  1.516e+00
 1.144e+00  6.916e-02  8.656e-02  6.142e-01  1.511e+00
 1.165e+00  7.126e-02  8.920e-02  6.169e-01  1.507e+00
 1.178e+00  7.337e-02  9.183e-02  6.197e-01  1.502e+00
 1.192e+00  7.549e-02  9.449e-02  6.224e-01  1.498e+00
 1.207e+00  7.761e-02  9.714e-02  6.252e-01  1.494e+00
 1.222e+00  7.972e-02  9.978e-02  6.280e-01  1.489e+00
 1.236e+00  8.184e-02  1.024e-01  6.307e-01  1.485e+00
 1.254e+00  8.394e-02  1.051e-01  6.335e-01  1.481e+00
 1.276e+00  8.605e-02  1.077e-01  6.362e-01  1.476e+00
 1.293e+00  8.817e-02  1.103e-01  6.390e-01  1.472e+00
 1.312e+00  9.030e-02  1.130e-01  6.418e-01  1.467e+00
 1.333e+00  9.244e-02  1.157e-01  6.446e-01  1.463e+00
 1.354e+00  9.459e-02  1.184e-01  6.474e-01  1.459e+00
 1.375e+00  9.675e-02  1.211e-01  6.502e-01  1.454e+00
 1.393e+00  9.892e-02  1.238e-01  6.530e-01  1.450e+00
 1.413e+00  1.011e-01  1.265e-01  6.559e-01  1.445e+00
 1.434e+00  1.033e-01  1.293e-01  6.588e-01  1.441e+00
 1.453e+00  1.055e-01  1.320e-01  6.617e-01  1.436e+00
 1.481e+00  1.077e-01  1.348e-01  6.646e-01  1.431e+00
 1.495e+00  1.100e-01  1.376e-01  6.675e-01  1.427e+00
 1.513e+00  1.122e-01  1.404e-01  6.704e-01  1.422e+00
 1.534e+00  1.145e-01  1.432e-01  6.734e-01  1.418e+00
 1.554e+00  1.167e-01  1.461e-01  6.763e-01  1.413e+00
 1.574e+00  1.190e-01  1.489e-01  6.793e-01  1.408e+00
 1.596e+00  1.212e-01  1.517e-01  6.822e-01  1.403e+00
 1.612e+00  1.235e-01  1.546e-01  6.852e-01  1.399e+00
 1.632e+00  1.258e-01  1.575e-01  6.882e-01  1.394e+00
 1.653e+00  1.281e-01  1.603e-01  6.912e-01  1.389e+00
 1.673e+00  1.304e-01  1.632e-01  6.942e-01  1.385e+00
 1.696e+00  1.327e-01  1.661e-01  6.972e-01  1.380e+00
 1.712e+00  1.350e-01  1.690e-01  7.002e-01  1.375e+00
 1.732e+00  1.373e-01  1.719e-01  7.033e-01  1.370e+00
 1.754e+00  1.396e-01  1.748e-01  7.063e-01  1.365e+00
 1.774e+00  1.420e-01  1.777e-01  7.093e-01  1.361e+00
 1.797e+00  1.443e-01  1.806e-01  7.124e-01  1.356e+00
 1.813e+00  1.466e-01  1.835e-01  7.155e-01  1.351e+00
 1.833e+00  1.490e-01  1.864e-01  7.185e-01  1.346e+00
 1.854e+00  1.513e-01  1.894e-01  7.216e-01  1.341e+00
 1.874e+00  1.537e-01  1.923e-01  7.247e-01  1.336e+00
 1.898e+00  1.560e-01  1.953e-01  7.277e-01  1.332e+00
 1.913e+00  1.584e-01  1.982e-01  7.308e-01  1.327e+00
 1.933e+00  1.607e-01  2.012e-01  7.339e-01  1.322e+00
 1.953e+00  1.631e-01  2.041e-01  7.370e-01  1.317e+00
 1.972e+00  1.655e-01  2.071e-01  7.401e-01  1.312e+00
 1.992e+00  1.678e-01  2.100e-01  7.432e-01  1.307e+00
 2.012e+00  1.702e-01  2.130e-01  7.463e-01  1.302e+00
 2.032e+00  1.726e-01  2.159e-01  7.494e-01  1.297e+00
 2.052e+00  1.749e-01  2.189e-01  7.525e-01  1.292e+00
 2.072e+00  1.773e-01  2.218e-01  7.556e-01  1.288e+00
 2.092e+00  1.797e-01  2.248e-01  7.587e-01  1.283e+00
 2.115e+00  1.820e-01  2.278e-01  7.618e-01  1.278e+00
 2.133e+00  1.844e-01  2.307e-01  7.649e-01  1.273e+00
 2.153e+00  1.868e-01  2.337e-01  7.680e-01  1.268e+00
 2.173e+00  1.891e-01  2.367e-01  7.711e-01  1.263e+00
 2.194e+00  1.915e-01  2.396e-01  7.742e-01  1.258e+00
 2.217e+00  1.939e-01  2.426e-01  7.773e-01  1.253e+00
 2.233e+00  1.963e-01  2.456e-01  7.804e-01  1.248e+00
 2.257e+00  1.987e-01  2.486e-01  7.836e-01  1.243e+00
 2.273e+00  2.010e-01  2.515e-01  7.867e-01  1.238e+00
 2.294e+00  2.034e-01  2.545e-01  7.898e-01  1.234e+00
 2.317e+00  2.058e-01  2.575e-01  7.929e-01  1.229e+00
 2.332e+00  2.082e-01  2.604e-01  7.960e-01  1.224e+00
 2.352e+00  2.106e-01  2.634e-01  7.991e-01  1.219e+00
 2.372e+00  2.129e-01  2.664e-01  8.022e-01  1.214e+00
