 0.000e+00  0.000e+00  0.000e+00  5.236e-01  1.281e+00
 5.996e-02  7.854e-05  1.360e-04  5.247e-01  1.280e+00
 1.131e-01  1.569e-04  2.722e-04  5.247e-01  1.280e+00
 1.692e-01  3.688e-03  3.133e-03  5.574e-01  1.276e+00
 2.205e-01  7.623e-03  7.621e-03  6.098e-01  1.270e+00
 2.737e-01  1.138e-02  1.245e-02  6.556e-01  1.264e+00
 3.090e-01  1.519e-02  1.776e-02  6.709e-01  1.257e+00
 3.288e-01  1.898e-02  2.327e-02  6.796e-01  1.251e+00
 3.471e-01  2.266e-02  2.867e-02  6.905e-01  1.244e+00
 3.675e-01  2.634e-02  3.426e-02  6.992e-01  1.237e+00
 3.856e-01  2.982e-02  3.985e-02  7.090e-01  1.231e+00
 4.039e-01  3.324e-02  4.547e-02  7.199e-01  1.224e+00
 4.220e-01  3.654e-02  5.140e-02  7.287e-01  1.218e+00
 4.415e-01  3.980e-02  5.736e-02  7.330e-01  1.211e+00
 4.619e-01  4.318e-02  6.336e-02  7.472e-01  1.204e+00
 4.815e-01  4.643e-02  6.926e-02  7.527e-01  1.198e+00
 4.994e-01  4.980e-02  7.522e-02  7.625e-01  1.191e+00
 5.198e-01  5.296e-02  8.117e-02  7.690e-01  1.184e+00
 5.393e-01  5.597e-02  8.725e-02  7.789e-01  1.178e+00
 5.596e-01  5.892e-02  9.336e-02  7.876e-01  1.171e+00
 5.795e-01  6.208e-02  9.943e-02  7.963e-01  1.164e+00
 5.981e-01  6.511e-02  1.052e-01  8.050e-01  1.158e+00
 6.181e-01  6.823e-02  1.111e-01  8.149e-01  1.151e+00
 6.381e-01  7.134e-02  1.171e-01  8.214e-01  1.145e+00
 6.590e-01  7.426e-02  1.231e-01  8.290e-01  1.138e+00
 6.786e-01  7.713e-02  1.292e-01  8.388e-01  1.132e+00
 6.964e-01  7.998e-02  1.354e-01  8.476e-01  1.125e+00
 7.164e-01  8.312e-02  1.413e-01  8.541e-01  1.119e+00
 7.364e-01  8.593e-02  1.472e-01  8.639e-01  1.112e+00
 7.553e-01  8.912e-02  1.532e-01  8.705e-01  1.106e+00
 7.764e-01  9.186e-02  1.593e-01  8.770e-01  1.099e+00
 7.952e-01  9.480e-02  1.652e-01  8.825e-01  1.093e+00
 8.139e-01  9.759e-02  1.711e-01  8.901e-01  1.086e+00
 8.328e-01  1.006e-01  1.771e-01  8.967e-01  1.080e+00
 8.515e-01  1.035e-01  1.829e-01  9.010e-01  1.074e+00
 8.713e-01  1.065e-01  1.888e-01  9.065e-01  1.067e+00
 8.908e-01  1.096e-01  1.944e-01  9.087e-01  1.061e+00
 9.096e-01  1.129e-01  2.002e-01  9.141e-01  1.054e+00
 9.288e-01  1.159e-01  2.060e-01  9.196e-01  1.048e+00
 9.473e-01  1.188e-01  2.119e-01  9.250e-01  1.042e+00
 9.675e-01  1.217e-01  2.177e-01  9.305e-01  1.035e+00
 9.872e-01  1.246e-01  2.236e-01  9.348e-01  1.029e+00
 1.004e+00  1.275e-01  2.291e-01  9.392e-01  1.023e+00
 1.022e+00  1.305e-01  2.348e-01  9.425e-01  1.017e+00
 1.041e+00  1.336e-01  2.407e-01  9.447e-01  1.010e+00
 1.058e+00  1.366e-01  2.464e-01  9.490e-01  1.004e+00
 1.078e+00  1.395e-01  2.522e-01  9.534e-01  9.977e-01
 1.096e+00  1.425e-01  2.579e-01  9.588e-01  9.914e-01
 1.113e+00  1.456e-01  2.637e-01  9.621e-01  9.850e-01
 1.131e+00  1.486e-01  2.695e-01  9.632e-01  9.788e-01
 1.148e+00  1.518e-01  2.749e-01  9.665e-01  9.726e-01
 1.169e+00  1.550e-01  2.808e-01  9.697e-01  9.661e-01
 1.187e+00  1.581e-01  2.864e-01  9.741e-01  9.598e-01
 1.205e+00  1.610e-01  2.921e-01  9.785e-01  9.536e-01
 1.222e+00  1.639e-01  2.979e-01  9.817e-01  9.474e-01
 1.241e+00  1.667e-01  3.039e-01  9.828e-01  9.411e-01
 1.259e+00  1.698e-01  3.096e-01  9.861e-01  9.347e-01
 1.278e+00  1.727e-01  3.154e-01  9.883e-01  9.285e-01
 1.296e+00  1.761e-01  3.210e-01  9.894e-01  9.221e-01
 1.313e+00  1.791e-01  3.266e-01  9.927e-01  9.159e-01
 1.331e+00  1.823e-01  3.322e-01  9.937e-01  9.097e-01
 1.349e+00  1.853e-01  3.379e-01  9.937e-01  9.035e-01
 1.367e+00  1.883e-01  3.435e-01  9.970e-01  8.973e-01
 1.386e+00  1.916e-01  3.492e-01  9.981e-01  8.909e-01
 1.404e+00  1.949e-01  3.548e-01  9.992e-01  8.845e-01
 1.421e+00  1.982e-01  3.603e-01  9.992e-01  8.783e-01
 1.439e+00  2.014e-01  3.658e-01  9.992e-01  8.720e-01
 1.457e+00  2.048e-01  3.713e-01  9.992e-01  8.658e-01
 1.477e+00  2.081e-01  3.768e-01  9.992e-01  8.595e-01
 1.495e+00  2.113e-01  3.823e-01  1.001e+00  8.533e-01
 1.512e+00  2.146e-01  3.879e-01  1.001e+00  8.470e-01
 1.530e+00  2.181e-01  3.934e-01  1.002e+00  8.405e-01
 1.548e+00  2.213e-01  3.988e-01  1.002e+00  8.344e-01
 1.565e+00  2.246e-01  4.045e-01  1.001e+00  8.281e-01
 1.584e+00  2.278e-01  4.101e-01  1.002e+00  8.218e-01
 1.601e+00  2.311e-01  4.157e-01  1.004e+00  8.155e-01
 1.620e+00  2.343e-01  4.212e-01  1.004e+00  8.093e-01
 1.639e+00  2.374e-01  4.268e-01  1.006e+00  8.032e-01
 1.657e+00  2.407e-01  4.325e-01  1.007e+00  7.968e-01
 1.677e+00  2.439e-01  4.378e-01  1.009e+00  7.908e-01
 1.694e+00  2.468e-01  4.434e-01  1.009e+00  7.848e-01
 1.711e+00  2.502e-01  4.490e-01  1.010e+00  7.784e-01
 1.729e+00  2.532e-01  4.546e-01  1.010e+00  7.723e-01
 1.745e+00  2.564e-01  4.602e-01  1.011e+00  7.661e-01
 1.763e+00  2.596e-01  4.657e-01  1.012e+00  7.599e-01
 1.782e+00  2.628e-01  4.712e-01  1.013e+00  7.538e-01
 1.800e+00  2.661e-01  4.770e-01  1.013e+00  7.473e-01
 1.819e+00  2.693e-01  4.826e-01  1.014e+00  7.412e-01
 1.838e+00  2.726e-01  4.880e-01  1.014e+00  7.350e-01
 1.855e+00  2.761e-01  4.936e-01  1.016e+00  7.287e-01
 1.873e+00  2.792e-01  4.992e-01  1.016e+00  7.225e-01
 1.890e+00  2.825e-01  5.046e-01  1.016e+00  7.164e-01
 1.908e+00  2.858e-01  5.103e-01  1.017e+00  7.101e-01
 1.926e+00  2.893e-01  5.158e-01  1.016e+00  7.038e-01
 1.944e+00  2.927e-01  5.214e-01  1.017e+00  6.974e-01
 1.961e+00  2.960e-01  5.268e-01  1.016e+00  6.913e-01
 1.980e+00  2.995e-01  5.324e-01  1.016e+00  6.850e-01
 1.998e+00  3.026e-01  5.381e-01  1.016e+00  6.788e-01
 2.017e+00  3.059e-01  5.436e-01  1.017e+00  6.726e-01
 2.035e+00  3.092e-01  5.491e-01  1.018e+00  6.665e-01
 2.052e+00  3.125e-01  5.545e-01  1.019e+00  6.603e-01
 2.070e+00  3.160e-01  5.603e-01  1.019e+00  6.540e-01
 2.090e+00  3.194e-01  5.658e-01  1.019e+00  6.477e-01
 2.107e+00  3.227e-01  5.713e-01  1.019e+00  6.416e-01
 2.125e+00  3.261e-01  5.770e-01  1.019e+00  6.352e-01
 2.143e+00  3.295e-01  5.827e-01  1.019e+00  6.289e-01
 2.161e+00  3.328e-01  5.882e-01  1.020e+00  6.228e-01
 2.179e+00  3.361e-01  5.937e-01  1.021e+00  6.167e-01
 2.199e+00  3.395e-01  5.993e-01  1.020e+00  6.104e-01
 2.217e+00  3.428e-01  6.048e-01  1.020e+00  6.044e-01
 2.236e+00  3.462e-01  6.102e-01  1.019e+00  5.982e-01
 2.254e+00  3.498e-01  6.158e-01  1.019e+00  5.919e-01
 2.271e+00  3.533e-01  6.211e-01  1.021e+00  5.857e-01
 2.289e+00  3.569e-01  6.265e-01  1.021e+00  5.796e-01
 2.308e+00  3.604e-01  6.319e-01  1.022e+00  5.733e-01
 2.325e+00  3.641e-01  6.373e-01  1.022e+00  5.671e-01
 2.342e+00  3.678e-01  6.428e-01  1.020e+00  5.608e-01
 2.360e+00  3.714e-01  6.483e-01  1.020e+00  5.544e-01
 2.379e+00  3.750e-01  6.536e-01  1.019e+00  5.483e-01
 2.398e+00  3.787e-01  6.589e-01  1.019e+00  5.421e-01
 2.417e+00  3.822e-01  6.642e-01  1.018e+00  5.360e-01
 2.435e+00  3.858e-01  6.695e-01  1.018e+00  5.299e-01
 2.453e+00  3.895e-01  6.749e-01  1.018e+00  5.237e-01
 2.470e+00  3.932e-01  6.803e-01  1.016e+00  5.174e-01
 2.488e+00  3.969e-01  6.857e-01  1.016e+00  5.112e-01
 2.506e+00  4.007e-01  6.908e-01  1.012e+00  5.050e-01
 2.524e+00  4.046e-01  6.959e-01  1.011e+00  4.988e-01
 2.542e+00  4.084e-01  7.012e-01  1.008e+00  4.925e-01
 2.560e+00  4.123e-01  7.063e-01  1.007e+00  4.863e-01
 2.578e+00  4.161e-01  7.112e-01  1.006e+00  4.804e-01
 2.596e+00  4.201e-01  7.166e-01  1.004e+00  4.740e-01
 2.616e+00  4.241e-01  7.216e-01  1.001e+00  4.678e-01
 2.634e+00  4.282e-01  7.266e-01  9.992e-01  4.615e-01
 2.651e+00  4.322e-01  7.316e-01  9.948e-01  4.553e-01
 2.669e+00  4.364e-01  7.365e-01  9.937e-01  4.490e-01
 2.688e+00  4.406e-01  7.414e-01  9.905e-01  4.428e-01
 2.707e+00  4.447e-01  7.462e-01  9.883e-01  4.366e-01
 2.725e+00  4.490e-01  7.512e-01  9.861e-01  4.303e-01
 2.744e+00  4.531e-01  7.561e-01  9.817e-01  4.241e-01
 2.765e+00  4.574e-01  7.610e-01  9.796e-01  4.178e-01
 2.784e+00  4.616e-01  7.658e-01  9.763e-01  4.115e-01
 2.805e+00  4.659e-01  7.706e-01  9.741e-01  4.052e-01
 2.824e+00  4.701e-01  7.755e-01  9.708e-01  3.990e-01
 2.844e+00  4.743e-01  7.804e-01  9.697e-01  3.928e-01
 2.865e+00  4.785e-01  7.855e-01  9.665e-01  3.864e-01
 2.885e+00  4.829e-01  7.905e-01  9.599e-01  3.801e-01
 2.905e+00  4.874e-01  7.951e-01  9.567e-01  3.738e-01
 2.924e+00  4.918e-01  7.999e-01  9.523e-01  3.675e-01
 2.944e+00  4.962e-01  8.046e-01  9.479e-01  3.612e-01
 2.965e+00  5.006e-01  8.094e-01  9.447e-01  3.549e-01
 2.985e+00  5.051e-01  8.139e-01  9.414e-01  3.487e-01
 3.004e+00  5.097e-01  8.188e-01  9.381e-01  3.422e-01
 3.024e+00  5.140e-01  8.235e-01  9.348e-01  3.360e-01
 3.043e+00  5.185e-01  8.280e-01  9.327e-01  3.299e-01
 3.065e+00  5.230e-01  8.326e-01  9.283e-01  3.236e-01
 3.085e+00  5.274e-01  8.373e-01  9.261e-01  3.174e-01
 3.104e+00  5.317e-01  8.420e-01  9.239e-01  3.114e-01
 3.126e+00  5.362e-01  8.467e-01  9.218e-01  3.051e-01
 3.143e+00  5.409e-01  8.513e-01  9.196e-01  2.987e-01
 3.190e+00  5.455e-01  8.559e-01  9.098e-01  2.925e-01
 3.237e+00  5.502e-01  8.603e-01  9.010e-01  2.862e-01
 3.254e+00  5.550e-01  8.647e-01  8.967e-01  2.799e-01
 3.271e+00  5.597e-01  8.691e-01  8.923e-01  2.736e-01
 3.289e+00  5.645e-01  8.735e-01  8.879e-01  2.673e-01
 3.305e+00  5.692e-01  8.777e-01  8.858e-01  2.612e-01
 3.325e+00  5.739e-01  8.820e-01  8.792e-01  2.551e-01
 3.342e+00  5.788e-01  8.862e-01  8.748e-01  2.487e-01
 3.358e+00  5.838e-01  8.902e-01  8.694e-01  2.425e-01
 3.374e+00  5.886e-01  8.943e-01  8.672e-01  2.364e-01
 3.389e+00  5.935e-01  8.984e-01  8.628e-01  2.302e-01
 3.403e+00  5.984e-01  9.024e-01  8.607e-01  2.240e-01
 3.423e+00  6.033e-01  9.065e-01  8.563e-01  2.178e-01
 3.439e+00  6.083e-01  9.108e-01  8.498e-01  2.115e-01
 3.455e+00  6.134e-01  9.148e-01  8.454e-01  2.052e-01
 3.473e+00  6.182e-01  9.187e-01  8.388e-01  1.992e-01
 3.487e+00  6.232e-01  9.226e-01  8.356e-01  1.930e-01
 3.499e+00  6.281e-01  9.266e-01  8.290e-01  1.869e-01
 3.528e+00  6.328e-01  9.304e-01  8.214e-01  1.811e-01
 3.543e+00  6.377e-01  9.342e-01  8.181e-01  1.751e-01
 3.564e+00  6.426e-01  9.382e-01  8.127e-01  1.691e-01
 3.583e+00  6.476e-01  9.417e-01  8.039e-01  1.631e-01
 3.603e+00  6.525e-01  9.454e-01  7.963e-01  1.573e-01
 3.627e+00  6.574e-01  9.491e-01  7.887e-01  1.514e-01
 3.643e+00  6.621e-01  9.525e-01  7.799e-01  1.459e-01
 3.664e+00  6.666e-01  9.558e-01  7.690e-01  1.405e-01
 3.684e+00  6.711e-01  9.592e-01  7.614e-01  1.352e-01
 3.704e+00  6.755e-01  9.625e-01  7.516e-01  1.300e-01
 3.728e+00  6.801e-01  9.655e-01  7.396e-01  1.247e-01
 3.744e+00  6.847e-01  9.683e-01  7.265e-01  1.195e-01
 3.765e+00  6.892e-01  9.711e-01  7.123e-01  1.145e-01
 3.785e+00  6.934e-01  9.735e-01  6.970e-01  1.099e-01
 3.803e+00  6.969e-01  9.761e-01  6.807e-01  1.058e-01
 3.827e+00  7.000e-01  9.785e-01  6.632e-01  1.022e-01
 3.844e+00  7.029e-01  9.806e-01  6.414e-01  9.900e-02
 3.864e+00  7.057e-01  9.825e-01  6.141e-01  9.591e-02
 3.884e+00  7.082e-01  9.844e-01  5.901e-01  9.311e-02
 3.904e+00  7.106e-01  9.862e-01  5.683e-01  9.045e-02
 3.926e+00  7.131e-01  9.878e-01  5.421e-01  8.772e-02
 3.944e+00  7.155e-01  9.895e-01  5.181e-01  8.520e-02
 3.965e+00  7.176e-01  9.912e-01  4.952e-01  8.288e-02
 3.985e+00  7.197e-01  9.928e-01  4.701e-01  8.065e-02
 4.004e+00  7.218e-01  9.943e-01  4.429e-01  7.841e-02
 4.025e+00  7.239e-01  9.957e-01  4.189e-01  7.625e-02
 4.044e+00  7.261e-01  9.969e-01  3.949e-01  7.392e-02
 4.064e+00  7.284e-01  9.983e-01  3.687e-01  7.165e-02
 4.084e+00  7.308e-01  9.996e-01  3.447e-01  6.920e-02
 4.103e+00  7.330e-01  1.001e+00  3.207e-01  6.702e-02
 4.125e+00  7.352e-01  1.003e+00  2.956e-01  6.483e-02
 4.146e+00  7.374e-01  1.004e+00  2.683e-01  6.268e-02
 4.165e+00  7.398e-01  1.005e+00  2.422e-01  6.043e-02
 4.184e+00  7.420e-01  1.006e+00  2.171e-01  5.827e-02
 4.204e+00  7.442e-01  1.007e+00  1.931e-01  5.626e-02
 4.226e+00  7.464e-01  1.008e+00  1.691e-01  5.421e-02
 4.245e+00  7.486e-01  1.010e+00  1.462e-01  5.231e-02
 4.264e+00  7.508e-01  1.011e+00  1.222e-01  5.037e-02
 4.285e+00  7.527e-01  1.012e+00  9.708e-02  4.869e-02
 4.303e+00  7.548e-01  1.013e+00  7.199e-02  4.692e-02
 4.324e+00  7.566e-01  1.013e+00  4.691e-02  4.541e-02
 4.345e+00  7.583e-01  1.014e+00  1.963e-02  4.406e-02
 4.362e+00  7.604e-01  1.015e+00 -6.545e-03  4.235e-02
 4.385e+00  7.622e-01  1.016e+00 -3.272e-02  4.096e-02
 4.403e+00  7.639e-01  1.016e+00 -6.109e-02  3.958e-02
 4.425e+00  7.656e-01  1.017e+00 -9.054e-02  3.823e-02
 4.445e+00  7.671e-01  1.017e+00 -1.211e-01  3.698e-02
 4.465e+00  7.687e-01  1.017e+00 -1.516e-01  3.584e-02
 4.485e+00  7.700e-01  1.018e+00 -1.854e-01  3.490e-02
 4.504e+00  7.713e-01  1.018e+00 -2.149e-01  3.390e-02
 4.525e+00  7.728e-01  1.018e+00 -2.443e-01  3.257e-02
 4.545e+00  7.741e-01  1.018e+00 -2.749e-01  3.156e-02
 4.565e+00  7.753e-01  1.018e+00 -3.076e-01  3.054e-02
 4.585e+00  7.768e-01  1.018e+00 -3.436e-01  2.941e-02
 4.604e+00  7.776e-01  1.018e+00 -3.742e-01  2.869e-02
 4.625e+00  7.788e-01  1.018e+00 -4.080e-01  2.780e-02
 4.648e+00  7.796e-01  1.018e+00 -4.571e-01  2.727e-02
 4.665e+00  7.809e-01  1.018e+00 -4.723e-01  2.625e-02
 4.685e+00  7.819e-01  1.018e+00 -5.061e-01  2.545e-02
 4.704e+00  7.830e-01  1.018e+00 -5.389e-01  2.450e-02
 4.725e+00  7.841e-01  1.017e+00 -5.727e-01  2.354e-02
 4.744e+00  7.849e-01  1.017e+00 -6.043e-01  2.279e-02
 4.765e+00  7.857e-01  1.017e+00 -6.360e-01  2.204e-02
 4.782e+00  7.864e-01  1.016e+00 -6.720e-01  2.128e-02
 4.806e+00  7.874e-01  1.016e+00 -7.069e-01  2.044e-02
